,State,District,notes,active,confirmed,migratedother,deceased,recovered,delta,delta_confirmed,delta_deceased,delta_recovered
195,Gujarat,Porbandar,,0,3474,0,19,3455,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
196,Gujarat,Rajkot,,14,57920,0,723,57183,"{'confirmed': 0, 'deceased': 0, 'recovered': 1}",0,0,1
197,Gujarat,Sabarkantha,,0,9314,0,157,9157,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
198,Gujarat,Surat,,17,143490,0,1954,141519,"{'confirmed': 3, 'deceased': 0, 'recovered': 3}",3,0,3
199,Gujarat,Surendranagar,,0,8121,0,136,7985,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
200,Gujarat,Tapi,,2,4438,0,23,4413,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
201,Gujarat,Vadodara,,43,77912,0,788,77081,"{'confirmed': 3, 'deceased': 0, 'recovered': 4}",3,0,4
202,Gujarat,Valsad,,1,6244,0,49,6194,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
203,Himachal Pradesh,Bilaspur,,152,13084,1,79,12852,"{'confirmed': 19, 'deceased': 0, 'recovered': 4}",19,0,4
204,Himachal Pradesh,Chamba,,652,12805,2,151,12000,"{'confirmed': 105, 'deceased': 0, 'recovered': 35}",105,0,35
205,Himachal Pradesh,Hamirpur,,262,14821,1,257,14301,"{'confirmed': 35, 'deceased': 0, 'recovered': 3}",35,0,3
206,Himachal Pradesh,Kangra,,385,46790,4,1044,45357,"{'confirmed': 64, 'deceased': 1, 'recovered': 6}",64,1,6
207,Himachal Pradesh,Kinnaur,,27,3337,0,38,3272,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
208,Himachal Pradesh,Kullu,,152,9294,4,154,8984,"{'confirmed': 33, 'deceased': 0, 'recovered': 26}",33,0,26
209,Himachal Pradesh,Lahaul and Spiti,,53,2811,0,18,2740,"{'confirmed': 13, 'deceased': 0, 'recovered': 1}",13,0,1
210,Himachal Pradesh,Mandi,,437,28651,0,405,27809,"{'confirmed': 66, 'deceased': 0, 'recovered': 53}",66,0,53
211,Himachal Pradesh,Shimla,,324,26052,4,608,25116,"{'confirmed': 27, 'deceased': 1, 'recovered': 8}",27,1,8
212,Himachal Pradesh,Sirmaur,,17,15388,0,210,15161,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
213,Himachal Pradesh,Solan,,39,22459,0,314,22106,"{'confirmed': 5, 'deceased': 0, 'recovered': 2}",5,0,2
214,Himachal Pradesh,Una,,56,13498,2,245,13195,"{'confirmed': 5, 'deceased': 0, 'recovered': 0}",5,0,0
215,Haryana,Foreign Evacuees,,0,0,0,0,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
216,Haryana,Ambala,,12,30104,0,509,29583,"{'confirmed': 1, 'deceased': 0, 'recovered': 1}",1,0,1
217,Haryana,Bhiwani,,49,22394,0,605,21740,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
218,Haryana,Charkhi Dadri,,4,5068,0,132,4932,"{'confirmed': 0, 'deceased': 1, 'recovered': 0}",0,1,0
219,Haryana,Faridabad,,24,99801,0,716,99061,"{'confirmed': 2, 'deceased': 0, 'recovered': 3}",2,0,3
220,Haryana,Fatehabad,,13,17858,0,463,17382,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
221,Haryana,Gurugram,,74,180972,0,920,179978,"{'confirmed': 4, 'deceased': 0, 'recovered': 5}",4,0,5
222,Haryana,Hisar,,103,53976,0,1039,52834,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
223,Haryana,Italians,,0,0,0,0,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
224,Haryana,Jhajjar,,22,18827,0,305,18500,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
225,Haryana,Jind,,16,21202,0,522,20664,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
226,Haryana,Kaithal,,20,11218,0,338,10860,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
227,Haryana,Karnal,,40,39999,0,546,39413,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
228,Haryana,Kurukshetra,,7,22114,0,356,21751,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
229,Haryana,Mahendragarh,,1,21687,0,153,21533,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
230,Haryana,Nuh,,1,5010,0,120,4889,"{'confirmed': 1, 'deceased': 0, 'recovered': 0}",1,0,0
231,Haryana,Palwal,,3,10981,0,153,10825,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
232,Haryana,Panchkula,,25,30656,0,374,30257,"{'confirmed': 2, 'deceased': 0, 'recovered': 4}",2,0,4
233,Haryana,Panipat,,91,31135,0,565,30479,"{'confirmed': 0, 'deceased': 0, 'recovered': 1}",0,0,1
234,Haryana,Rewari,,20,20304,0,209,20075,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
235,Haryana,Rohtak,,88,25876,0,499,25289,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
236,Haryana,Sirsa,,51,29256,0,467,28738,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
237,Haryana,Sonipat,,2,47126,0,254,46870,"{'confirmed': 0, 'deceased': 0, 'recovered': 1}",0,0,1
238,Haryana,Yamunanagar,,4,24566,0,408,24154,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
239,Jharkhand,Bokaro,,4,19413,0,286,19123,"{'confirmed': 0, 'deceased': 0, 'recovered': 1}",0,0,1
240,Jharkhand,Chatra,,1,6025,0,53,5971,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
241,Jharkhand,Deoghar,,11,10801,0,113,10677,"{'confirmed': 2, 'deceased': 0, 'recovered': 3}",2,0,3
242,Jharkhand,Dhanbad,,24,16503,0,379,16100,"{'confirmed': 1, 'deceased': 0, 'recovered': 1}",1,0,1
243,Jharkhand,Dumka,,1,4631,0,47,4583,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
244,Jharkhand,East Singhbhum,,11,51780,0,1043,50726,"{'confirmed': 0, 'deceased': 0, 'recovered': 1}",0,0,1
245,Jharkhand,Garhwa,,1,6884,0,94,6789,"{'confirmed': 1, 'deceased': 0, 'recovered': 2}",1,0,2
246,Jharkhand,Giridih,,2,8959,0,130,8827,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
247,Jharkhand,Godda,,3,5836,0,87,5746,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
248,Jharkhand,Gumla,,1,9893,0,38,9854,"{'confirmed': 0, 'deceased': 0, 'recovered': 3}",0,0,3
249,Jharkhand,Hazaribagh,,3,19581,0,186,19392,"{'confirmed': 1, 'deceased': 0, 'recovered': 0}",1,0,0
250,Jharkhand,Jamtara,,3,5555,0,60,5492,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
251,Jharkhand,Khunti,,10,7783,0,96,7677,"{'confirmed': 3, 'deceased': 0, 'recovered': 1}",3,0,1
252,Jharkhand,Koderma,,18,12871,0,136,12717,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
253,Jharkhand,Latehar,,4,7863,0,57,7802,"{'confirmed': 1, 'deceased': 0, 'recovered': 2}",1,0,2
254,Jharkhand,Lohardaga,,6,6689,0,88,6595,"{'confirmed': 0, 'deceased': 0, 'recovered': 1}",0,0,1
255,Jharkhand,Pakur,,7,2550,0,12,2531,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
256,Jharkhand,Palamu,,0,12289,0,110,12179,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
257,Jharkhand,Ramgarh,,11,13896,0,196,13689,"{'confirmed': 1, 'deceased': 0, 'recovered': 3}",1,0,3
258,Jharkhand,Ranchi,,62,85440,0,1585,83793,"{'confirmed': 4, 'deceased': 0, 'recovered': 2}",4,0,2
259,Jharkhand,Sahibganj,,3,4816,0,42,4771,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
260,Jharkhand,Saraikela-Kharsawan,,4,7204,0,67,7133,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
261,Jharkhand,Simdega,,5,7191,0,92,7094,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
262,Jharkhand,West Singhbhum,,1,13001,0,133,12867,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
263,Jammu and Kashmir,Anantnag,,24,16346,0,205,16117,"{'confirmed': 1, 'deceased': 0, 'recovered': 3}",1,0,3
264,Jammu and Kashmir,Bandipora,,57,9531,0,100,9374,"{'confirmed': 6, 'deceased': 0, 'recovered': 4}",6,0,4
265,Jammu and Kashmir,Baramulla,,88,23736,0,282,23366,"{'confirmed': 11, 'deceased': 0, 'recovered': 25}",11,0,25
266,Jammu and Kashmir,Budgam,,73,22984,0,206,22705,"{'confirmed': 4, 'deceased': 0, 'recovered': 9}",4,0,9
267,Jammu and Kashmir,Doda,,111,7374,0,128,7135,"{'confirmed': 6, 'deceased': 0, 'recovered': 11}",6,0,11
268,Jammu and Kashmir,Ganderbal,,69,9989,0,78,9842,"{'confirmed': 4, 'deceased': 0, 'recovered': 4}",4,0,4
269,Jammu and Kashmir,Jammu,,136,52877,0,1140,51601,"{'confirmed': 8, 'deceased': 0, 'recovered': 3}",8,0,3
270,Jammu and Kashmir,Kathua,,4,9268,0,151,9113,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
271,Jammu and Kashmir,Kishtwar,,50,4695,0,44,4601,"{'confirmed': 5, 'deceased': 0, 'recovered': 4}",5,0,4
272,Jammu and Kashmir,Kulgam,,32,11312,0,117,11163,"{'confirmed': 5, 'deceased': 0, 'recovered': 3}",5,0,3
273,Jammu and Kashmir,Kupwara,,47,14137,0,165,13925,"{'confirmed': 20, 'deceased': 0, 'recovered': 7}",20,0,7
274,Jammu and Kashmir,Mirpur,,0,0,0,0,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
275,Jammu and Kashmir,Muzaffarabad,,0,0,0,0,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
276,Jammu and Kashmir,Pulwama,,47,15240,0,194,14999,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
277,Jammu and Kashmir,Punch,,31,6285,0,97,6157,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
278,Jammu and Kashmir,Rajouri,,71,11006,0,228,10707,"{'confirmed': 13, 'deceased': 0, 'recovered': 5}",13,0,5
279,Jammu and Kashmir,Ramban,,18,5980,0,67,5895,"{'confirmed': 0, 'deceased': 1, 'recovered': 4}",0,1,4
280,Jammu and Kashmir,Reasi,,68,6336,0,43,6225,"{'confirmed': 0, 'deceased': 0, 'recovered': 7}",0,0,7
281,Jammu and Kashmir,Samba,,6,7127,0,119,7002,"{'confirmed': 1, 'deceased': 0, 'recovered': 0}",1,0,0
282,Jammu and Kashmir,Shopiyan,,4,5588,0,58,5526,"{'confirmed': 0, 'deceased': 0, 'recovered': 2}",0,0,2
283,Jammu and Kashmir,Srinagar,,309,71719,0,834,70576,"{'confirmed': 27, 'deceased': 0, 'recovered': 16}",27,0,16
284,Jammu and Kashmir,Udhampur,,52,11355,0,137,11166,"{'confirmed': 1, 'deceased': 0, 'recovered': 3}",1,0,3
285,Karnataka,Bagalkote,,39,35121,0,327,34755,"{'confirmed': 3, 'deceased': 0, 'recovered': 3}",3,0,3
286,Karnataka,Ballari,,217,97504,0,1685,95602,"{'confirmed': 13, 'deceased': 0, 'recovered': 8}",13,0,8
287,Karnataka,Belagavi,,390,78627,0,876,77361,"{'confirmed': 47, 'deceased': 3, 'recovered': 39}",47,3,39
288,Karnataka,Bengaluru Rural,,336,61199,0,861,60002,"{'confirmed': 26, 'deceased': 1, 'recovered': 17}",26,1,17
289,Karnataka,Bengaluru Urban,,8290,1231474,1,15923,1207260,"{'confirmed': 377, 'deceased': 5, 'recovered': 280}",377,5,280
290,Karnataka,Bidar,,11,24284,4,396,23873,"{'confirmed': 0, 'deceased': 0, 'recovered': 1}",0,0,1
291,Karnataka,Chamarajanagara,,292,32577,11,485,31789,"{'confirmed': 15, 'deceased': 0, 'recovered': 15}",15,0,15
292,Karnataka,Chikkaballapura,,92,43776,1,423,43260,"{'confirmed': 7, 'deceased': 0, 'recovered': 30}",7,0,30
293,Karnataka,Chikkamagaluru,,1059,49033,0,377,47597,"{'confirmed': 65, 'deceased': 0, 'recovered': 30}",65,0,30
294,Karnataka,Chitradurga,,469,36095,0,192,35434,"{'confirmed': 16, 'deceased': 2, 'recovered': 52}",16,2,52
295,Karnataka,Dakshina Kannada,,3479,104257,5,1477,99296,"{'confirmed': 422, 'deceased': 5, 'recovered': 270}",422,5,270
296,Karnataka,Davanagere,,192,50500,0,590,49718,"{'confirmed': 13, 'deceased': 0, 'recovered': 14}",13,0,14
297,Karnataka,Dharwad,,133,60600,2,1289,59176,"{'confirmed': 17, 'deceased': 0, 'recovered': 16}",17,0,16
298,Karnataka,Gadag,,22,26004,0,316,25666,"{'confirmed': 0, 'deceased': 0, 'recovered': 5}",0,0,5
299,Karnataka,Hassan,,1497,107826,2,1193,105134,"{'confirmed': 175, 'deceased': 3, 'recovered': 127}",175,3,127
300,Karnataka,Haveri,,27,21884,0,631,21226,"{'confirmed': 5, 'deceased': 0, 'recovered': 0}",5,0,0
301,Karnataka,Kalaburagi,,92,61687,0,818,60777,"{'confirmed': 4, 'deceased': 0, 'recovered': 5}",4,0,5
302,Karnataka,Kodagu,,727,33974,0,301,32946,"{'confirmed': 71, 'deceased': 2, 'recovered': 83}",71,2,83
303,Karnataka,Kolar,,262,45901,0,600,45039,"{'confirmed': 36, 'deceased': 3, 'recovered': 35}",36,3,35
304,Karnataka,Koppal,,66,35117,0,518,34533,"{'confirmed': 4, 'deceased': 0, 'recovered': 4}",4,0,4
305,Karnataka,Mandya,,405,72492,0,630,71457,"{'confirmed': 35, 'deceased': 2, 'recovered': 28}",35,2,28
306,Karnataka,Mysuru,,1174,174199,0,2331,170694,"{'confirmed': 118, 'deceased': 3, 'recovered': 149}",118,3,149
307,Karnataka,Other State,,0,36,0,3,33,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
308,Karnataka,Raichur,,30,39900,0,329,39541,"{'confirmed': 2, 'deceased': 0, 'recovered': 1}",2,0,1
309,Karnataka,Ramanagara,,93,24050,0,311,23646,"{'confirmed': 6, 'deceased': 0, 'recovered': 6}",6,0,6
310,Karnataka,Shivamogga,,558,67431,0,1063,65810,"{'confirmed': 47, 'deceased': 1, 'recovered': 121}",47,1,121
311,Karnataka,Tumakuru,,882,118431,0,1080,116469,"{'confirmed': 88, 'deceased': 0, 'recovered': 54}",88,0,54
312,Karnataka,Udupi,,1427,71170,0,434,69309,"{'confirmed': 130, 'deceased': 1, 'recovered': 166}",130,1,166
313,Karnataka,Uttara Kannada,,541,54051,0,727,52783,"{'confirmed': 79, 'deceased': 2, 'recovered': 51}",79,2,51
314,Karnataka,Vijayapura,,35,36174,0,489,35650,"{'confirmed': 2, 'deceased': 0, 'recovered': 7}",2,0,7
315,Karnataka,Yadgir,,14,27501,0,206,27281,"{'confirmed': 3, 'deceased': 0, 'recovered': 1}",3,0,1
316,Kerala,Other State,,0,0,0,0,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
317,Kerala,Alappuzha,,8265,237133,40,1150,227678,"{'confirmed': 1440, 'deceased': 5, 'recovered': 1073}",1440,5,1073
318,Kerala,Ernakulam,,26921,430396,69,1830,401576,"{'confirmed': 2856, 'deceased': 12, 'recovered': 2024}",2856,12,2024
319,Kerala,Idukki,,6218,96572,8,238,90108,"{'confirmed': 637, 'deceased': 2, 'recovered': 353}",637,2,353
320,Kerala,Kannur,,8847,199236,51,1147,189191,"{'confirmed': 1194, 'deceased': 1, 'recovered': 1323}",1194,1,1323
321,Kerala,Kasaragod,,8732,114698,18,382,105566,"{'confirmed': 562, 'deceased': 1, 'recovered': 132}",562,1,132
322,Kerala,Kollam,,2412,284264,59,1389,280404,"{'confirmed': 1633, 'deceased': 14, 'recovered': 1165}",1633,14,1165
323,Kerala,Kottayam,,7989,231995,14,762,223230,"{'confirmed': 1227, 'deceased': 3, 'recovered': 1301}",1227,3,1301
324,Kerala,Kozhikode,,23271,387573,43,1869,362390,"{'confirmed': 2789, 'deceased': 10, 'recovered': 2098}",2789,10,2098
325,Kerala,Malappuram,,28759,440734,30,1508,410437,"{'confirmed': 3109, 'deceased': 13, 'recovered': 2940}",3109,13,2940
326,Kerala,Palakkad,,17683,269048,22,1652,249691,"{'confirmed': 2414, 'deceased': 19, 'recovered': 2177}",2414,19,2177
327,Kerala,Pathanamthitta,,8298,136773,11,554,127910,"{'confirmed': 696, 'deceased': 5, 'recovered': 532}",696,5,532
328,Kerala,Thiruvananthapuram,,9386,343093,115,3376,330216,"{'confirmed': 1255, 'deceased': 11, 'recovered': 1169}",1255,11,1169
329,Kerala,Thrissur,,11239,355009,26,1965,341779,"{'confirmed': 3124, 'deceased': 19, 'recovered': 2602}",3124,19,2602
330,Kerala,Wayanad,,7938,83669,14,298,75419,"{'confirmed': 564, 'deceased': 1, 'recovered': 522}",564,1,522
331,Ladakh,Kargil,,18,3572,0,58,3496,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
332,Ladakh,Leh,,52,16835,0,149,16634,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
333,Lakshadweep,Lakshadweep,,43,10268,40,50,10135,"{'confirmed': 5, 'deceased': 0, 'recovered': 10}",5,0,10
334,Lakshadweep,Unknown,,-1,0,0,1,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
335,Maharashtra,Ahmednagar,,5231,294758,1,6304,283222,"{'confirmed': 834, 'deceased': 19, 'recovered': 1776}",834,19,1776
336,Maharashtra,Akola,,38,58638,4,1420,57176,"{'confirmed': 4, 'deceased': 0, 'recovered': 0}",4,0,0
337,Maharashtra,Amravati,,76,96012,2,1637,94297,"{'confirmed': 4, 'deceased': 1, 'recovered': 3}",4,1,3
338,Maharashtra,Aurangabad,,687,154499,14,4198,149600,"{'confirmed': 23, 'deceased': 1, 'recovered': 4}",23,1,4
339,Maharashtra,Beed,,1678,99459,7,2637,95137,"{'confirmed': 113, 'deceased': 4, 'recovered': 168}",113,4,168
340,Maharashtra,Bhandara,,0,60038,10,1113,58915,"{'confirmed': 1, 'deceased': 0, 'recovered': 2}",1,0,2
341,Maharashtra,Buldhana,,77,84828,6,765,83980,"{'confirmed': 18, 'deceased': 1, 'recovered': 0}",18,1,0
342,Maharashtra,Chandrapur,,75,88688,4,1606,87003,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
343,Maharashtra,Dhule,,0,46270,12,652,45606,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
344,Maharashtra,Gadchiroli,,18,30288,32,672,29566,"{'confirmed': 5, 'deceased': 0, 'recovered': 13}",5,0,13
345,Maharashtra,Gondia,,2,40534,7,568,39957,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
346,Maharashtra,Hingoli,,78,18419,1,498,17842,"{'confirmed': 1, 'deceased': 0, 'recovered': 1}",1,0,1
347,Maharashtra,Jalgaon,,320,139800,32,2662,136786,"{'confirmed': 7, 'deceased': 0, 'recovered': 0}",7,0,0
348,Maharashtra,Jalna,,175,60314,1,1199,58939,"{'confirmed': 16, 'deceased': 0, 'recovered': 0}",16,0,0
349,Maharashtra,Kolhapur,,4427,199490,5,5647,189411,"{'confirmed': 337, 'deceased': 15, 'recovered': 474}",337,15,474
350,Maharashtra,Latur,,499,91166,6,2406,88255,"{'confirmed': 35, 'deceased': 0, 'recovered': 44}",35,0,44
351,Maharashtra,Mumbai,"[Sep 9]After reconciling COVID-19 cases in Mumbai, owing to the removal of duplicates and change of addresses as per the original residence, 239 cases have been removed from the progressive figures.",4212,738239,2409,15968,715650,"{'confirmed': 285, 'deceased': 9, 'recovered': 560}",285,9,560
352,Maharashtra,Mumbai Suburban,,0,0,0,0,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
353,Maharashtra,Nagpur,District administration provides number of persons tested instead of the number of samples tested.,264,493063,71,9137,483591,"{'confirmed': 5, 'deceased': 0, 'recovered': 0}",5,0,0
354,Maharashtra,Nanded,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,57,90649,6,2661,87925,"{'confirmed': 6, 'deceased': 1, 'recovered': 0}",6,1,0
355,Maharashtra,Nandurbar,,4,39968,3,948,39013,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
356,Maharashtra,Nashik,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,839,403658,1,8561,394257,"{'confirmed': 102, 'deceased': 5, 'recovered': 49}",102,5,49
357,Maharashtra,Osmanabad,,1005,64970,111,1833,62021,"{'confirmed': 101, 'deceased': 2, 'recovered': 135}",101,2,135
358,Maharashtra,Other State,,28,146,2,116,0,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
359,Maharashtra,Palghar,,686,133835,14,3220,129915,"{'confirmed': 52, 'deceased': 3, 'recovered': 0}",52,3,0
360,Maharashtra,Parbhani,,248,52279,18,1220,50793,"{'confirmed': 2, 'deceased': 0, 'recovered': 11}",2,0,11
361,Maharashtra,Pune,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,14419,1099851,306,18679,1066447,"{'confirmed': 1146, 'deceased': 9, 'recovered': 610}",1146,9,610
362,Maharashtra,Raigad,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,1881,185702,6,4266,179549,"{'confirmed': 191, 'deceased': 4, 'recovered': 180}",191,4,180
363,Maharashtra,Ratnagiri,,1751,73420,4,2143,69522,"{'confirmed': 155, 'deceased': 3, 'recovered': 137}",155,3,137
364,Maharashtra,Sangli,,6964,192215,9,5217,180025,"{'confirmed': 568, 'deceased': 12, 'recovered': 889}",568,12,889
365,Maharashtra,Satara,,6239,226151,27,5471,214414,"{'confirmed': 594, 'deceased': 28, 'recovered': 796}",594,28,796
366,Maharashtra,Sindhudurg,,1440,49379,15,1259,46665,"{'confirmed': 83, 'deceased': 5, 'recovered': 105}",83,5,105
367,Maharashtra,Solapur,,5207,194066,96,4986,183777,"{'confirmed': 602, 'deceased': 32, 'recovered': 564}",602,32,564
368,Maharashtra,Thane,,5901,592025,34,11092,574998,"{'confirmed': 263, 'deceased': 9, 'recovered': 423}",263,9,423
369,Maharashtra,Wardha,,11,58342,165,1204,56962,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
370,Maharashtra,Washim,,20,41623,3,617,40983,"{'confirmed': 2, 'deceased': 0, 'recovered': 0}",2,0,0
371,Maharashtra,Yavatmal,,13,76220,4,1782,74421,"{'confirmed': 3, 'deceased': 0, 'recovered': 0}",3,0,0
372,Meghalaya,East Garo Hills,,56,1761,0,9,1696,"{'confirmed': 1, 'deceased': 0, 'recovered': 2}",1,0,2
373,Meghalaya,East Jaintia Hills,,63,2228,0,28,2137,"{'confirmed': 13, 'deceased': 0, 'recovered': 3}",13,0,3
374,Meghalaya,East Khasi Hills,,1981,34271,0,837,31453,"{'confirmed': 256, 'deceased': 7, 'recovered': 76}",256,7,76
375,Meghalaya,North Garo Hills,,54,1622,0,8,1560,"{'confirmed': 3, 'deceased': 0, 'recovered': 12}",3,0,12
376,Meghalaya,Ribhoi,,437,8344,0,66,7841,"{'confirmed': 28, 'deceased': 0, 'recovered': 56}",28,0,56
377,Meghalaya,South Garo Hills,,45,1154,0,11,1098,"{'confirmed': 7, 'deceased': 0, 'recovered': 6}",7,0,6
378,Meghalaya,South West Garo Hills,,48,1792,0,15,1729,"{'confirmed': 7, 'deceased': 0, 'recovered': 7}",7,0,7
379,Meghalaya,South West Khasi Hills,,219,1951,0,12,1720,"{'confirmed': 16, 'deceased': 0, 'recovered': 14}",16,0,14
380,Meghalaya,West Garo Hills,,524,8461,0,65,7872,"{'confirmed': 40, 'deceased': 0, 'recovered': 82}",40,0,82
381,Meghalaya,West Jaintia Hills,,443,5599,0,105,5051,"{'confirmed': 25, 'deceased': 1, 'recovered': 39}",25,1,39
382,Meghalaya,West Khasi Hills,,626,3049,0,39,2384,"{'confirmed': 67, 'deceased': 2, 'recovered': 87}",67,2,87
383,Manipur,CAPF Personnel,,1568,3251,0,2,1681,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
384,Manipur,Bishnupur,,7685,7897,0,154,58,"{'confirmed': 74, 'deceased': 3, 'recovered': 0}",74,3,0
385,Manipur,Chandel,,1684,1718,0,30,4,"{'confirmed': 20, 'deceased': 0, 'recovered': 0}",20,0,0
386,Manipur,Churachandpur,,8181,8377,0,138,58,"{'confirmed': 46, 'deceased': 1, 'recovered': 0}",46,1,0
387,Manipur,Imphal East,,22367,22898,0,381,150,"{'confirmed': 89, 'deceased': 3, 'recovered': 0}",89,3,0
388,Manipur,Imphal West,,33914,34490,0,524,52,"{'confirmed': 267, 'deceased': 3, 'recovered': 0}",267,3,0
389,Manipur,Jiribam,,865,873,0,6,2,"{'confirmed': 4, 'deceased': 0, 'recovered': 0}",4,0,0
390,Manipur,Kakching,,5612,5740,0,101,27,"{'confirmed': 24, 'deceased': 0, 'recovered': 0}",24,0,0
391,Manipur,Kamjong,,520,540,0,3,17,"{'confirmed': 0, 'deceased': 0, 'recovered': 0}",0,0,0
392,Manipur,Kangpokpi,,1828,1897,0,50,19,"{'confirmed': 7, 'deceased': 0, 'recovered': 0}",7,0,0
393,Manipur,Noney,,816,838,0,4,18,"{'confirmed': 1, 'deceased': 0, 'recovered': 0}",1,0,0
394,Manipur,Pherzawl,,255,270,0,0,15,"{'confirmed': 9, 'deceased': 0, 'recovered': 0}",9,0,0
